"COD. IBGE";"UF";"NOME DA CIDADE"
2203800;"PI";"FLORES DO PIAUÍ"
2203859;"PI";"FLORESTA DO PIAUÍ"
2203909;"PI";"FLORIANO"
2204006;"PI";"FRANCINOPOLIS"
2204105;"PI";"FRANCISCO AYRES"
2204154;"PI";"FRANCISCO MACEDO"
2204204;"PI";"FRANCISCO SANTOS"
2204303;"PI";"FRONTEIRAS"
2204352;"PI";"GEMINIANO"
2204402;"PI";"GILBUES"
2204501;"PI";"GUADALUPE"
2204550;"PI";"GUARIBAS"
2204600;"PI";"HUGO NAPOLEÃO"
2204659;"PI";"ILHA GRANDE"
2204709;"PI";"INHUMA"
2204808;"PI";"IPIRANGA DO PIAUÍ"
2204907;"PI";"ISAÍAS COELHO"
2205003;"PI";"ITAINOPOLIS"
2205102;"PI";"ITAUEIRA"
2205151;"PI";"JACOBINA DO PIAUÍ"
2205201;"PI";"JAICOS"
2205250;"PI";"JARDIM DO MULATO"
2205276;"PI";"JATOBA DO PIAUÍ"
2205300;"PI";"JERUMENHA"
2205359;"PI";"JOÃO COSTA"
2205409;"PI";"JOAQUIM PIRES"
2205458;"PI";"JOCA MARQUES"
2205508;"PI";"JOSE DE FREITAS"
2205516;"PI";"JUAZEIRO DO PIAUÍ"
2205524;"PI";"JULIO BORGES"
2205532;"PI";"JUREMA"
2205557;"PI";"LAGOA ALEGRE"
2205573;"PI";"LAGOA DE SAO FRANCISCO"
2205565;"PI";"LAGOA DO BARRO DO PIAUÍ"
2205581;"PI";"LAGOA DO PIAUÍ"
2205599;"PI";"LAGOA DO SITIO"
2205540;"PI";"LAGOINHA DO PIAUÍ"
2205607;"PI";"LANDRI SALES"
2205706;"PI";"LUIS CORREIA"
2205805;"PI";"LUZILANDIA"
2205854;"PI";"MADEIRO"
2205904;"PI";"MANOEL EMIDIO"
2205953;"PI";"MARCOLANDIA"
2206001;"PI";"MARCOS PARENTE"
2206050;"PI";"MASSAPE DO PIAUÍ"
2206100;"PI";"MATIAS OLIMPIO"
2206209;"PI";"MIGUEL ALVES"
2206308;"PI";"MIGUEL LEÃO"
2206357;"PI";"MILTON BRANDAO"
2206407;"PI";"MONSENHOR GIL"
2206506;"PI";"MONSENHOR HIPÓLITO"
2206605;"PI";"MONTE ALEGRE DO PIAUÍ"
2206654;"PI";"MORRO CABECA NO TEMPO"
2206670;"PI";"MORRO DO CHAPEU DO PIAUÍ"
2206696;"PI";"MURICI DOS PORTELAS"
2206704;"PI";"NAZARÉ DO PIAUÍ"
2206753;"PI";"NOSSA SENHORA DE NAZARE"
2206803;"PI";"NOSSA SENHORA DOS REMÉDIOS"
2207959;"PI";"NOVA SANTA RITA"
2206902;"PI";"NOVO ORIENTE DO PIAUÍ"
2206951;"PI";"NOVO SANTO ANTONIO"
2207009;"PI";"OEIRAS"
2207108;"PI";"OLHO D'AGUA DO PIAUÍ"
2207207;"PI";"PADRE MARCOS"
2207306;"PI";"PAES LANDIM"
2207355;"PI";"PAJEU DO PIAUÍ"
2207405;"PI";"PALMEIRA DO PIAUÍ"
2207504;"PI";"PALMEIRAIS"
2207553;"PI";"PAQUETA"
2207603;"PI";"PARNAGUA"
2207702;"PI";"PARNAIBA"
2207751;"PI";"PASSAGEM FRANCA DO PIAUÍ"
2207777;"PI";"PATOS DO PIAUÍ"
2207793;"PI";"PAU  D'ARCO DO PIAUÍ"
2207801;"PI";"PAULISTANA"
2207850;"PI";"PAVUSSU"
2207900;"PI";"PEDRO II"
2207934;"PI";"PEDRO LAURENTINO"
2208007;"PI";"PICOS"
2208106;"PI";"PIMENTEIRAS"
2208205;"PI";"PIO IX"
2208304;"PI";"PIRACURUCA"
2208403;"PI";"PIRIPIRI"
2208502;"PI";"PORTO"
2208551;"PI";"PORTO ALEGRE DO PIAUÍ"
2208601;"PI";"PRATA DO PIAUÍ"
2208650;"PI";"QUEIMADA NOVA"
2208700;"PI";"REDENÇÃO DO GURGUEIA"
2208809;"PI";"REGENERAÇÃO"
2208858;"PI";"RIACHO FRIO"
2208874;"PI";"RIBEIRA DO PIAUÍ"
2208908;"PI";"RIBEIRO GONÇALVES"
2209005;"PI";"RIO GRANDE DO PIAUÍ"
2209104;"PI";"SANTA CRUZ DO PIAUÍ"
2209153;"PI";"SANTA CRUZ DOS MILAGRES"
2209203;"PI";"SANTA FILOMENA"
2209302;"PI";"SANTA LUZ"
2209351;"PI";"SANTANA DO PIAUÍ"
2209377;"PI";"SANTA ROSA DO PIAUÍ"
2209401;"PI";"SANTO ANTONIO DE LISBOA"
2209450;"PI";"SANTO ANTONIO DOS MILAGRES"
2209500;"PI";"SANTO INÁCIO DO PIAUÍ"
2209559;"PI";"SAO BRAZ DO PIAUÍ"
2209609;"PI";"SÃO FELIX DO PIAUÍ"
2209658;"PI";"SÃO FRANCISCO DE ASSIS DO PIAUÍ"
2209708;"PI";"SÃO FRANCISCO DO PIAUÍ"
2209757;"PI";"SÃO GONCALO DO GURGUEIA"
2209807;"PI";"SÃO GONCALO DO PIAUÍ"
2209856;"PI";"SÃO JOÃO DA CANABRAVA"
2209872;"PI";"SÃO JOÃO DA FRONTEIRA"
2209906;"PI";"SÃO JOÃO DA SERRA"
2209955;"PI";"SÃO JOÃO DA VARJOTA"
2209971;"PI";"SÃO JOÃO DO ARRAIAL"
2210003;"PI";"SÃO JOÃO DO PIAUÍ"
2210052;"PI";"SÃO JOSÉ DO DIVINO"
2210102;"PI";"SÃO JOSÉ DO PEIXE"
2210201;"PI";"SÃO JOSÉ DO PIAUÍ"
2210300;"PI";"SÃO JULIÃO"
2210359;"PI";"SÃO LOURENCO DO PIAUÍ"
2210375;"PI";"SÃO LUIS DO PIAUÍ"
2210383;"PI";"SÃO MIGUEL DA BAIXA GRANDE"
2210391;"PI";"SAO MIGUEL DO FIDALGO"
2210409;"PI";"SÃO MIGUEL DO TAPUIO"
2210508;"PI";"SÃO PEDRO DO PIAUÍ"
2210607;"PI";"SÃO RAIMUNDO NONATO"
2210623;"PI";"SEBASTIÃO BARROS"
2210631;"PI";"SEBASTIÃO LEAL"
2210656;"PI";"SIGEFREDO PACHECO"
2210706;"PI";"SIMÕES"
2210805;"PI";"SIMPLICIO MENDES"
2210904;"PI";"SOCORRO DO PIAUÍ"
2210938;"PI";"SUSSUAPARA"
2210953;"PI";"TAMBORIL DO PIAUÍ"
2210979;"PI";"TANQUE DO PIAUÍ"
2211001;"PI";"TERESINA"
2211100;"PI";"UNIAÃ"
2211209;"PI";"URUCUI"
2211308;"PI";"VALENÇA DO PIAUÍ"
2211357;"PI";"VARZEA BRANCA"
2211407;"PI";"VARZEA GRANDE"
2211506;"PI";"VERA MENDES"
2211605;"PI";"VILA NOVA DO PIAUÍ"
2211704;"PI";"WALL FERRAZ"
3300100;"RJ";"ANGRA DOS REIS"
3300159;"RJ";"APERIBE"
3300209;"RJ";"ARARUAMA"
3300225;"RJ";"AREAL"
3300233;"RJ";"ARMACAO DOS BUZIOS"
3300258;"RJ";"ARRAIAL DO CABO"
3300308;"RJ";"BARRA DO PIRAI"
3300407;"RJ";"BARRA MANSA"
3300456;"RJ";"BELFORD ROXO"
3300506;"RJ";"BOM JARDIM"
3300605;"RJ";"BOM JESUS DO ITABAPOANA"
3300704;"RJ";"CABO FRIO"
3300803;"RJ";"CACHOEIRAS DE MACACU"
3300902;"RJ";"CAMBUCI"
3300936;"RJ";"CARAPEBUS"
3301009;"RJ";"CAMPOS DOS GOYTACAZES"
3300951;"RJ";"COMENDADOR LEVY GASPARIAN"
3301108;"RJ";"CANTAGALO"
3301157;"RJ";"CARDOSO MOREIRA"
3301207;"RJ";"CARMO"
3301306;"RJ";"CASIMIRO DE ABREU"
3301405;"RJ";"CONCEICAO DE MACABU"
3301504;"RJ";"CORDEIRO"
3301603;"RJ";"DUAS BARRAS"
3301702;"RJ";"DUQUE DE CAXIAS"
3301801;"RJ";"ENGENHEIRO PAULO DE FRONTIN"
3301850;"RJ";"GUAPIMIRIM"
3301876;"RJ";"IGUABA GRANDE"
3301900;"RJ";"ITABORAI"
3302007;"RJ";"ITAGUAI"
3302056;"RJ";"ITALVA"
3302106;"RJ";"ITAOCARA"
3302205;"RJ";"ITAPERUNA"
3302254;"RJ";"ITATIAIA"
3302270;"RJ";"JAPERI"
3302304;"RJ";"LAJE DO MURIAE"
3302403;"RJ";"MACAE"
3302452;"RJ";"MACUCO"
3302502;"RJ";"MAGE"
3302601;"RJ";"MANGARATIBA"
3302700;"RJ";"MARICA"
3302809;"RJ";"MENDES"
3302858;"RJ";"MESQUITA"
3302908;"RJ";"MIGUEL PEREIRA"
3303005;"RJ";"MIRACEMA"
3303104;"RJ";"NATIVIDADE"
3303203;"RJ";"NILOPOLIS"
3303302;"RJ";"NITEROI"
3303401;"RJ";"NOVA FRIBURGO"
3303500;"RJ";"NOVA IGUACU"
3303609;"RJ";"PARACAMBI"
3303708;"RJ";"PARAIBA DO SUL"
3303807;"RJ";"PARATI"
3303856;"RJ";"PATY DO ALFERES"
3303906;"RJ";"PETROPOLIS"
3303955;"RJ";"PINHEIRAL"
3304003;"RJ";"PIRAI"
3304102;"RJ";"PORCIUNCULA"
3304110;"RJ";"PORTO REAL"
3304128;"RJ";"QUATIS"
3304144;"RJ";"QUEIMADOS"
3304151;"RJ";"QUISSAMA"
3304201;"RJ";"RESENDE"
3304300;"RJ";"RIO BONITO"
3304409;"RJ";"RIO CLARO"
3304508;"RJ";"RIO DAS FLORES"
3304524;"RJ";"RIO DAS OSTRAS"
3304557;"RJ";"RIO DE JANEIRO"
3304607;"RJ";"SANTA MARIA MADALENA"
3304706;"RJ";"SANTO ANTONIO DE PADUA"
3304755;"RJ";"SAO FRANCISCO DE ITABAPOANA"
3304805;"RJ";"SAO FIDELIS"
3304904;"RJ";"SAO GONCALO"
3305000;"RJ";"SAO JOAO DA BARRA"
3305109;"RJ";"SAO JOAO DE MERITI"
3305133;"RJ";"SAO JOSE DE UBA"
3305158;"RJ";"SAO JOSE DO VALE DO RIO PRETO"
3305208;"RJ";"SAO PEDRO DA ALDEIA"
3305307;"RJ";"SAO SEBASTIAO DO ALTO"
3305406;"RJ";"SAPUCAIA"
3305505;"RJ";"SAQUAREMA"
3305554;"RJ";"SEROPEDICA"
3305604;"RJ";"SILVA JARDIM"
3305703;"RJ";"SUMIDOURO"
3305752;"RJ";"TANGUA"
3305802;"RJ";"TERESOPOLIS"
3305901;"RJ";"TRAJANO DE MORAIS"
3306008;"RJ";"TRES RIOS"
3306107;"RJ";"VALENCA"
3306156;"RJ";"VARRE-SAI"
3306206;"RJ";"VASSOURAS"
3306305;"RJ";"VOLTA REDONDA"
2400109;"RN";"ACARI"
2400208;"RN";"ACU"
2400307;"RN";"AFONSO BEZERRA"
2400406;"RN";"AGUA NOVA"
2400505;"RN";"ALEXANDRIA"
2400604;"RN";"ALMINO AFONSO"
2400703;"RN";"ALTO DO RODRIGUES"
2400802;"RN";"ANGICOS"
2400901;"RN";"ANTONIO MARTINS"
2401008;"RN";"APODI"
2401107;"RN";"AREIA BRANCA"
2401206;"RN";"ARES"
2401305;"RN";"AUGUSTO SEVERO"
2401404;"RN";"BAIA FORMOSA"
2401453;"RN";"BARAUNA"
2401503;"RN";"BARCELONA"
2401602;"RN";"BENTO FERNANDES"
2401651;"RN";"BODO"
2401701;"RN";"BOM JESUS"
2401800;"RN";"BREJINHO"
2401859;"RN";"CAICARA DO NORTE"
2401909;"RN";"CAICARA DO RIO DO VENTO"
2402006;"RN";"CAICO"
2402105;"RN";"CAMPO REDONDO"
2402204;"RN";"CANGUARETAMA"
2402303;"RN";"CARAUBAS"
2402402;"RN";"CARNAUBA DOS DANTAS"
2402501;"RN";"CARNAUBAIS"
2402600;"RN";"CEARA-MIRIM"
2402709;"RN";"CERRO CORA"
2402808;"RN";"CORONEL EZEQUIEL"
2402907;"RN";"CORONEL JOAO PESSOA"
2403004;"RN";"CRUZETA"
2403103;"RN";"CURRAIS NOVOS"
2403202;"RN";"DOUTOR SEVERIANO"
2403301;"RN";"ENCANTO"
2403400;"RN";"EQUADOR"
2403509;"RN";"ESPIRITO SANTO"
2403608;"RN";"EXTREMOZ"
2403707;"RN";"FELIPE GUERRA"
2403756;"RN";"FERNANDO PEDROZA"
2403806;"RN";"FLORANIA"
2403905;"RN";"FRANCISCO DANTAS"
2404002;"RN";"FRUTUOSO GOMES"
2404101;"RN";"GALINHOS"
2404200;"RN";"GOIANINHA"
2404309;"RN";"GOVERNADOR DIX-SEPT ROSADO"
2404408;"RN";"GROSSOS"
2404507;"RN";"GUAMARE"
2404606;"RN";"IELMO MARINHO"
2404705;"RN";"IPANGUACU"
2404804;"RN";"IPUEIRA"
2404853;"RN";"ITAJA"
2404903;"RN";"ITAU"
2405009;"RN";"JACANA"
2405108;"RN";"JANDAIRA"
2405207;"RN";"JANDUIS"
2405306;"RN";"JANUARIO CICCO"
2405405;"RN";"JAPI"
2405504;"RN";"JARDIM DE ANGICOS"
2405603;"RN";"JARDIM DE PIRANHAS"
2405702;"RN";"JARDIM DO SERIDO"
2405801;"RN";"JOAO CAMARA"
2405900;"RN";"JOAO DIAS"
2406007;"RN";"JOSE DA PENHA"
2406106;"RN";"JUCURUTU"
2406155;"RN";"JUNDIA"
2406205;"RN";"LAGOA D ANTA"
2406304;"RN";"LAGOA DE PEDRAS"
2406403;"RN";"LAGOA DE VELHOS"
2406502;"RN";"LAGOA NOVA"
2406601;"RN";"LAGOA SALGADA"
2406700;"RN";"LAJES"
2406809;"RN";"LAJES PINTADAS"
2406908;"RN";"LUCRECIA"
2407005;"RN";"LUIS GOMES"
2407104;"RN";"MACAIBA"
2407203;"RN";"MACAU"
2407252;"RN";"MAJOR SALES"
2407302;"RN";"MARCELINO VIEIRA"
2407401;"RN";"MARTINS"
2407500;"RN";"MAXARANGUAPE"
2407609;"RN";"MESSIAS TARGINO"
2407708;"RN";"MONTANHAS"
2407807;"RN";"MONTE ALEGRE"
2407906;"RN";"MONTE DAS GAMELEIRAS"
2408003;"RN";"MOSSORO"
2408102;"RN";"NATAL"
2408201;"RN";"NISIA FLORESTA"
2408300;"RN";"NOVA CRUZ"
2408409;"RN";"OLHO-D AGUA DO BORGES"
2408508;"RN";"OURO BRANCO"
2408607;"RN";"PARANA"
2408706;"RN";"PARAU"
2408805;"RN";"PARAZINHO"
2408904;"RN";"PARELHAS"
2408953;"RN";"RIO DO FOGO"
2409100;"RN";"PASSA E FICA"
2409209;"RN";"PASSAGEM"
2409308;"RN";"PATU"
2409332;"RN";"SANTA MARIA"
2409407;"RN";"PAU DOS FERROS"
2403251;"RN";"PARNAMIRIM"
2409506;"RN";"PEDRA GRANDE"
2409605;"RN";"PEDRA PRETA"
2409704;"RN";"PEDRO AVELINO"
2409803;"RN";"PEDRO VELHO"
2409902;"RN";"PENDENCIAS"
2410009;"RN";"PILOES"
2410108;"RN";"POCO BRANCO"
2410207;"RN";"PORTALEGRE"
2410256;"RN";"PORTO DO MANGUE"
2410306;"RN";"PRESIDENTE JUSCELINO"
2410405;"RN";"PUREZA"
2410504;"RN";"RAFAEL FERNANDES"
2410603;"RN";"RAFAEL GODEIRO"
2410702;"RN";"RIACHO DA CRUZ"
2410801;"RN";"RIACHO DE SANTANA"
2410900;"RN";"RIACHUELO"
2411007;"RN";"RODOLFO FERNANDES"
2411056;"RN";"TIBAU"
2411106;"RN";"RUY BARBOSA"
2411205;"RN";"SANTA CRUZ"
2411403;"RN";"SANTANA DO MATOS"
2411429;"RN";"SANTANA DO SERIDO"
2411502;"RN";"SANTO ANTONIO"
2411601;"RN";"SAO BENTO DO NORTE"
2411700;"RN";"SAO BENTO DO TRAIRI"
2411809;"RN";"SAO FERNANDO"
2411908;"RN";"SAO FRANCISCO DO OESTE"
2412005;"RN";"SAO GONCALO DO AMARANTE"
2412104;"RN";"SAO JOAO DO SABUGI"
2412203;"RN";"SAO JOSE DE MIPIBU"
2412302;"RN";"SAO JOSE DO CAMPESTRE"
2412401;"RN";"SAO JOSE DO SERIDO"
2412500;"RN";"SAO MIGUEL"
2412559;"RN";"SAO MIGUEL DO GOSTOSO"
2412609;"RN";"SAO PAULO DO POTENGI"
2412708;"RN";"SAO PEDRO"
2412807;"RN";"SAO RAFAEL"
2412906;"RN";"SAO TOME"
2413003;"RN";"SAO VICENTE"
2413102;"RN";"SENADOR ELOI DE SOUZA"
2413201;"RN";"SENADOR GEORGINO AVELINO"
2413300;"RN";"SERRA DE SAO BENTO"
2413359;"RN";"SERRA DO MEL"
2413409;"RN";"SERRA NEGRA DO NORTE"
2413508;"RN";"SERRINHA"
2413557;"RN";"SERRINHA DOS PINTOS"
2413607;"RN";"SEVERIANO MELO"
2413706;"RN";"SITIO NOVO"
2413805;"RN";"TABOLEIRO GRANDE"
2413904;"RN";"TAIPU"
2414001;"RN";"TANGARA"
2414100;"RN";"TENENTE ANANIAS"
2414159;"RN";"TENENTE LAURENTINO CRUZ"
2414209;"RN";"TIBAU DO SUL"
2414308;"RN";"TIMBAUBA DOS BATISTAS"
2414407;"RN";"TOUROS"
2414456;"RN";"TRIUNFO POTIGUAR"
2414506;"RN";"UMARIZAL"
2414605;"RN";"UPANEMA"
2414704;"RN";"VARZEA"
2414753;"RN";"VENHA-VER"
2414803;"RN";"VERA CRUZ"
2414902;"RN";"VICOSA"
2415008;"RN";"VILA FLOR"
4300034;"RS";"ACEGUA"
4300059;"RS";"AGUA SANTA"
4300109;"RS";"AGUDO"
4300208;"RS";"AJURICABA"
4300307;"RS";"ALECRIM"
4300406;"RS";"ALEGRETE"
4300455;"RS";"ALEGRIA"
4300471;"RS";"ALMIRANTE TAMANDARE DO SUL"
4300505;"RS";"ALPESTRE"
4300554;"RS";"ALTO ALEGRE"
4300570;"RS";"ALTO FELIZ"
4300604;"RS";"ALVORADA"
4300638;"RS";"AMARAL FERRADOR"
4300646;"RS";"AMETISTA DO SUL"
4300661;"RS";"ANDRE DA ROCHA"
4300703;"RS";"ANTA GORDA"
4300802;"RS";"ANTONIO PRADO"
4300851;"RS";"ARAMBARE"
4300877;"RS";"ARARICA"
4300901;"RS";"ARATIBA"
4301008;"RS";"ARROIO DO MEIO"
4301073;"RS";"ARROIO DO PADRE"
4301057;"RS";"ARROIO DO SAL"
4301107;"RS";"ARROIO DOS RATOS"
4301206;"RS";"ARROIO DO TIGRE"
4301305;"RS";"ARROIO GRANDE"
4301404;"RS";"ARVOREZINHA"
4301503;"RS";"AUGUSTO PESTANA"
4301552;"RS";"AUREA"
4301602;"RS";"BAGE"
4301636;"RS";"BALNEARIO PINHAL"
4301651;"RS";"BARAO"
4301701;"RS";"BARAO DE COTEGIPE"
4301750;"RS";"BARAO DO TRIUNFO"
4301800;"RS";"BARRACAO"
4301859;"RS";"BARRA DO GUARITA"
4301875;"RS";"BARRA DO QUARAI"
4301909;"RS";"BARRA DO RIBEIRO"
4301925;"RS";"BARRA DO RIO AZUL"
4301958;"RS";"BARRA FUNDA"
4302006;"RS";"BARROS CASSAL"
4302055;"RS";"BENJAMIN CONSTANT DO SUL"
4302105;"RS";"BENTO GONCALVES"
4302154;"RS";"BOA VISTA DAS MISSOES"
4302204;"RS";"BOA VISTA DO BURICA"
4302220;"RS";"BOA VISTA DO CADEADO"
4302238;"RS";"BOA VISTA DO INCRA"
4302253;"RS";"BOA VISTA DO SUL"
4302303;"RS";"BOM JESUS"
4302352;"RS";"BOM PRINCIPIO"
4302378;"RS";"BOM PROGRESSO"
4302402;"RS";"BOM RETIRO DO SUL"
4302451;"RS";"BOQUEIRAO DO LEAO"
4302501;"RS";"BOSSOROCA"
4302584;"RS";"BOZANO"
4302600;"RS";"BRAGA"
4302659;"RS";"BROCHIER"
4302709;"RS";"BUTIA"
4302808;"RS";"CACAPAVA DO SUL"
4302907;"RS";"CACEQUI"
4303004;"RS";"CACHOEIRA DO SUL"
4303103;"RS";"CACHOEIRINHA"
4303202;"RS";"CACIQUE DOBLE"
4303301;"RS";"CAIBATE"
4303400;"RS";"CAICARA"
4303509;"RS";"CAMAQUA"
4303558;"RS";"CAMARGO"
4303608;"RS";"CAMBARA DO SUL"
4303673;"RS";"CAMPESTRE DA SERRA"
4303707;"RS";"CAMPINA DAS MISSOES"
4303806;"RS";"CAMPINAS DO SUL"
4303905;"RS";"CAMPO BOM"
4304002;"RS";"CAMPO NOVO"
4304101;"RS";"CAMPOS BORGES"
4304200;"RS";"CANDELARIA"
4304309;"RS";"CANDIDO GODOI"
4304358;"RS";"CANDIOTA"
4304408;"RS";"CANELA"
4304507;"RS";"CANGUCU"
4304606;"RS";"CANOAS"
4304614;"RS";"CANUDOS DO VALE"
4304622;"RS";"CAPAO BONITO DO SUL"
4304630;"RS";"CAPAO DA CANOA"
4304655;"RS";"CAPAO DO CIPO"
4304663;"RS";"CAPAO DO LEAO"
4304689;"RS";"CAPELA DE SANTANA"
4304697;"RS";"CAPITAO"
4304671;"RS";"CAPIVARI DO SUL"
4304713;"RS";"CARAA"
4304705;"RS";"CARAZINHO"
4304804;"RS";"CARLOS BARBOSA"
4304853;"RS";"CARLOS GOMES"
4304903;"RS";"CASCA"
4304952;"RS";"CASEIROS"
4305009;"RS";"CATUIPE"
4305108;"RS";"CAXIAS DO SUL"
4305116;"RS";"CENTENARIO"
4305124;"RS";"CERRITO"
4305132;"RS";"CERRO BRANCO"
4305157;"RS";"CERRO GRANDE"
4305173;"RS";"CERRO GRANDE DO SUL"
4305207;"RS";"CERRO LARGO"
4305306;"RS";"CHAPADA"
4305355;"RS";"CHARQUEADAS"
4305371;"RS";"CHARRUA"
4305405;"RS";"CHIAPETTA"
4305439;"RS";"CHUI"
4305447;"RS";"CHUVISCA"
4305454;"RS";"CIDREIRA"
4305504;"RS";"CIRIACO"
4305587;"RS";"COLINAS"
4305603;"RS";"COLORADO"
4305702;"RS";"CONDOR"
4305801;"RS";"CONSTANTINA"
4305835;"RS";"COQUEIRO BAIXO"
4305850;"RS";"COQUEIROS DO SUL"
4305871;"RS";"CORONEL BARROS"
4305900;"RS";"CORONEL BICACO"
4305934;"RS";"CORONEL PILAR"
4305959;"RS";"COTIPORA"
4305975;"RS";"COXILHA"
4306007;"RS";"CRISSIUMAL"
4306056;"RS";"CRISTAL"
4306072;"RS";"CRISTAL DO SUL"
4306130;"RS";"CRUZALTENSE"
4306106;"RS";"CRUZ ALTA"
4306205;"RS";"CRUZEIRO DO SUL"
4306304;"RS";"DAVID CANABARRO"
4306320;"RS";"DERRUBADAS"
4306353;"RS";"DEZESSEIS DE NOVEMBRO"
4306379;"RS";"DILERMANDO DE AGUIAR"
4306403;"RS";"DOIS IRMAOS"
4306429;"RS";"DOIS IRMAOS DAS MISSOES"
4306452;"RS";"DOIS LAJEADOS"
4306502;"RS";"DOM FELICIANO"
4306551;"RS";"DOM PEDRO DE ALCANTARA"
4306601;"RS";"DOM PEDRITO"
4306700;"RS";"DONA FRANCISCA"
4306734;"RS";"DOUTOR MAURICIO CARDOSO"
4306759;"RS";"DOUTOR RICARDO"
4306767;"RS";"ELDORADO DO SUL"
4306809;"RS";"ENCANTADO"
4306908;"RS";"ENCRUZILHADA DO SUL"
4306924;"RS";"ENGENHO VELHO"
4306932;"RS";"ENTRE-IJUIS"
4306957;"RS";"ENTRE RIOS DO SUL"
4306973;"RS";"EREBANGO"
4307005;"RS";"ERECHIM"
4307054;"RS";"ERNESTINA"
4307203;"RS";"ERVAL GRANDE"
4307302;"RS";"ERVAL SECO"
4307401;"RS";"ESMERALDA"
4307450;"RS";"ESPERANCA DO SUL"
4307500;"RS";"ESPUMOSO"
4307559;"RS";"ESTACAO"
4307609;"RS";"ESTANCIA VELHA"
4307708;"RS";"ESTEIO"
4307807;"RS";"ESTRELA"
4307815;"RS";"ESTRELA VELHA"
4307831;"RS";"EUGENIO DE CASTRO"
4307864;"RS";"FAGUNDES VARELA"
4307906;"RS";"FARROUPILHA"
4308003;"RS";"FAXINAL DO SOTURNO"
4308052;"RS";"FAXINALZINHO"
4308078;"RS";"FAZENDA VILANOVA"
4308102;"RS";"FELIZ"
4308201;"RS";"FLORES DA CUNHA"
4308250;"RS";"FLORIANO PEIXOTO"
4308300;"RS";"FONTOURA XAVIER"
4308409;"RS";"FORMIGUEIRO"
4308433;"RS";"FORQUETINHA"
4308458;"RS";"FORTALEZA DOS VALOS"
4308508;"RS";"FREDERICO WESTPHALEN"
4308607;"RS";"GARIBALDI"
4308656;"RS";"GARRUCHOS"
4308706;"RS";"GAURAMA"
4308805;"RS";"GENERAL CAMARA"
4308854;"RS";"GENTIL"
4308904;"RS";"GETULIO VARGAS"
4309001;"RS";"GIRUA"
4309050;"RS";"GLORINHA"
4309100;"RS";"GRAMADO"
4309126;"RS";"GRAMADO DOS LOUREIROS"
4309159;"RS";"GRAMADO XAVIER"
4309209;"RS";"GRAVATAI"
4309258;"RS";"GUABIJU"
4309308;"RS";"GUAIBA"
4309407;"RS";"GUAPORE"
4309506;"RS";"GUARANI DAS MISSOES"
4309555;"RS";"HARMONIA"
4307104;"RS";"HERVAL"
4309571;"RS";"HERVEIRAS"
4309605;"RS";"HORIZONTINA"
4309654;"RS";"HULHA NEGRA"
4309704;"RS";"HUMAITA"
4309753;"RS";"IBARAMA"
4309803;"RS";"IBIACA"
4309902;"RS";"IBIRAIARAS"
4309951;"RS";"IBIRAPUITA"
4310009;"RS";"IBIRUBA"
4310108;"RS";"IGREJINHA"
4310207;"RS";"IJUI"
4310306;"RS";"ILOPOLIS"
4310330;"RS";"IMBE"
4310363;"RS";"IMIGRANTE"
4310405;"RS";"INDEPENDENCIA"
4310413;"RS";"INHACORA"
4310439;"RS";"IPE"
4310462;"RS";"IPIRANGA DO SUL"
4310504;"RS";"IRAI"
4310538;"RS";"ITAARA"
4310553;"RS";"ITACURUBI"
4310579;"RS";"ITAPUCA"
4310603;"RS";"ITAQUI"
4310652;"RS";"ITATI"
4310702;"RS";"ITATIBA DO SUL"
4310751;"RS";"IVORA"
4310801;"RS";"IVOTI"
4310850;"RS";"JABOTICABA"
4310876;"RS";"JACUIZINHO"
4310900;"RS";"JACUTINGA"
4311007;"RS";"JAGUARAO"
4311106;"RS";"JAGUARI"
4311122;"RS";"JAQUIRANA"
4311130;"RS";"JARI"
4311155;"RS";"JOIA"
4311205;"RS";"JULIO DE CASTILHOS"
4311239;"RS";"LAGOA BONITA DO SUL"
4311270;"RS";"LAGOA DOS TRES CANTOS"
4311254;"RS";"LAGOAO"
4311304;"RS";"LAGOA VERMELHA"
4311403;"RS";"LAJEADO"
4311429;"RS";"LAJEADO DO BUGRE"
4311502;"RS";"LAVRAS DO SUL"
4311601;"RS";"LIBERATO SALZANO"
4311627;"RS";"LINDOLFO COLLOR"
4311643;"RS";"LINHA NOVA"
4311718;"RS";"MACAMBARA"
4311700;"RS";"MACHADINHO"
4311734;"RS";"MAMPITUBA"
4311759;"RS";"MANOEL VIANA"
4311775;"RS";"MAQUINE"
4311791;"RS";"MARATA"
4311809;"RS";"MARAU"
4311908;"RS";"MARCELINO RAMOS"
4311981;"RS";"MARIANA PIMENTEL"
4312005;"RS";"MARIANO MORO"
4312054;"RS";"MARQUES DE SOUZA"
4312104;"RS";"MATA"
4312138;"RS";"MATO CASTELHANO"
4312153;"RS";"MATO LEITAO"
4312179;"RS";"MATO QUEIMADO"
4312203;"RS";"MAXIMILIANO DE ALMEIDA"
4312252;"RS";"MINAS DO LEAO"
4312302;"RS";"MIRAGUAI"
4312351;"RS";"MONTAURI"
4312377;"RS";"MONTE ALEGRE DOS CAMPOS"
4312385;"RS";"MONTE BELO DO SUL"
4312401;"RS";"MONTENEGRO"
4312427;"RS";"MORMACO"
4312443;"RS";"MORRINHOS DO SUL"
4312450;"RS";"MORRO REDONDO"
4312476;"RS";"MORRO REUTER"
